Dataset,Algorithm,Best Layout,Maximized Power
Sydney_49,DE,"[[220.89661959361177, 295.14813974513174], [903.109558394225, 693.5048272868975], [13.835536942597798, 191.41696597504352], [292.41793362331975, 847.95930654887], [35.92543503962884, 165.69643104858937], [34.67709997997423, 85.98832032900089], [566.1612409262589, 239.17537543144982], [539.2982513177953, 641.8204767948248], [998.7682748160989, 77.55127480764389], [751.2315879072287, 882.6322444528489], [580.5312104858353, 86.73135789770515], [780.512943580369, 585.8316543597606], [662.8410715612707, 328.7926514923772], [839.8854825724608, 167.49105827701703], [16.965443735106987, 451.9834909628463], [447.0170959457923, 190.72867360960777], [900.2024998391387, 47.814242753551525], [357.37156099058666, 46.32508153204583], [446.61065418054886, 349.88203781325154], [883.1797073084892, 62.337057841011585], [871.1642911596583, 566.4364313022403], [818.6854869070324, 422.10157679253007], [409.83563388955577, 481.5524322105713], [975.6806146591005, 263.8099140611828], [721.2890943779789, 630.5762795535354], [261.76550360652493, 357.27680788764496], [263.98483319082163, 496.4648338144684], [777.0196163166514, 249.54844985541274], [699.2832700713678, 691.8288795200704], [658.1304451454465, 140.25114289856657], [627.940646428768, 498.9724682999668], [123.96277823682004, 28.94668224415136], [706.631512919533, 256.4728734212373], [244.1400436591694, 284.0600607967208], [237.0041407045178, 654.4038461959042], [121.757374652757, 310.20829521161204], [852.9454280417522, 66.82225805625183], [467.21075205034407, 661.2033203518607], [590.8935746161313, 236.2264933125095], [624.0188830361942, 670.6819662802864], [620.4444296558427, 351.70861669380633], [900.9077371203566, 992.7550444011081], [64.25967710547354, 598.4466880342135], [783.3228692004934, 961.5178429415558], [586.5473966347017, 955.3312347513412], [435.3314589527599, 515.6845941761113], [632.8012828135376, 413.99247756682087], [848.9239954221421, 137.76598084665534], [153.76511152135765, 142.67222082897104], [848.1663484593637, 146.60000763981685]]",8130842.640000001
Sydney_49,IDE,"[[45.98042752940444, 526.3795716840762], [663.4312129570309, 585.928624055275], [30.972895126332958, 670.650119219238], [692.1051408988392, 639.2720638592168], [931.831278137307, 293.9542371217665], [892.5477537607314, 349.8285601975306], [269.14699819509684, 601.6406150097037], [19.693105197092393, 677.7810396742453], [730.7708619972577, 717.3163997380963], [754.3076244565958, 275.45150165469704], [894.6751985247096, 545.5279299826551], [578.3197373525978, 198.23689084354237], [573.1779368318687, 997.5701478728004], [257.0538836532994, 850.5541902952987], [893.0995775364679, 620.1153223550115], [622.8979723559781, 132.1949742314572], [661.1940339178732, 189.57816996862823], [676.360185848986, 74.10320844611584], [904.290219194168, 633.7568965943709], [59.08651461465229, 649.2652796867003], [306.32705323099407, 884.4835347223354], [624.1838005384707, 506.62610415245], [724.4316932713609, 626.5008356161508], [825.0698667923888, 889.9454052680652], [640.7508734559534, 974.7855318592044], [472.7570749567789, 292.384317257955], [212.11555876341305, 53.0518332477244], [381.61877887567385, 546.1496486434244], [463.70181381351426, 430.5199306219899], [714.4858748598366, 678.4844309484049], [344.9061623482628, 357.44780105744735], [937.5730771464858, 950.5061913613808], [254.1474563937005, 687.1132673876298], [44.10979501290217, 754.7114016471976], [408.46207510493576, 899.4872253062399], [593.4306096888656, 28.862930078415104], [642.828539940314, 682.0559162538093], [426.7954116453169, 481.2553615584732], [375.8706756334449, 176.8313302771282], [400.689070988838, 482.7658363608648], [745.8630899023501, 653.0501985995223], [316.34279647512403, 738.6530651744799], [743.4121847579272, 489.7110620935303], [114.72141062317343, 650.3687634073258], [504.4124460949873, 420.12234358027234], [841.8802116024009, 487.59081643184544], [81.83034261390549, 767.4092945178886], [618.6266058146973, 206.00892041716037], [928.3771996869568, 5.238126919105184], [260.7082291789442, 761.5664873271064]]",8130842.640000001
Sydney_49,LS-NM,"[[926.1257860942438, 291.8406920253566], [949.3854546920966, 239.27277910223432], [622.1716367393987, 70.44497492436896], [373.76402425717635, 44.38090086457114], [193.29822657937657, 839.6624311592292], [927.8449906291495, 729.3734482833447], [544.2971085646236, 604.8972273920461], [862.9066770736287, 762.7324184523294], [225.7481908245236, 577.1219191051434], [88.66651409021142, 161.41641687231478], [293.4020470631089, 871.7966633393579], [386.9250151174423, 168.53211545771197], [101.50045649685535, 83.19440628840002], [201.61976010338466, 519.5959260100338], [153.80119395627057, 145.4017189401855], [794.9052482601791, 596.3147666632725], [425.54728127541495, 760.1011133880639], [123.92945807023581, 777.2336809179707], [187.18833613183105, 149.47799904170745], [111.52402981710996, 939.9344860525115], [933.1644597592909, 872.6158712558728], [220.63558004078644, 174.7629384049506], [660.8287368363501, 613.4535113389485], [377.7307283427267, 567.8445883336486], [443.4545733342919, 715.6480834980362], [342.8893632724063, 269.7061795400536], [6.349728299509971, 497.43477479819944], [565.4171259168637, 39.338470641566815], [869.3109618624985, 582.9191537174893], [159.97269470342079, 992.3242947359569], [217.0356162001048, 566.422364265968], [607.670308622073, 368.96977561140164], [193.94368764596038, 325.49789382537585], [328.9624827187061, 71.92023027412586], [752.2709724842595, 102.2897851097806], [50.79707985890636, 182.81204029598052], [67.7575361980558, 131.1134603477798], [754.3653050730882, 609.4685893734205], [238.03973946531053, 622.6117328589036], [606.7679496010152, 792.9719017467526], [225.13889701318047, 52.94605959963905], [133.35841213957434, 600.0065873206747], [936.4414531952276, 81.6538574813368], [367.9533965230284, 936.3184658532715], [858.6891075390018, 378.0656089967907], [166.9281921103748, 800.3911132884724], [952.5316582822351, 773.8498941140274], [369.8825474489881, 325.27689405039484], [16.414435836481832, 234.69640116448454], [981.0639292219839, 60.344429251823264]]",8130842.640000001
Sydney_49,DLS(I),"[[184.71768061288373, 79.99268517991499], [539.1436730434561, 44.696647145094694], [632.4060147251691, 718.9060216181551], [854.1728002825472, 500.9376200153378], [437.9707233181492, 230.24482300796944], [139.27604269359762, 992.4686619780894], [129.31241744450804, 183.067477159366], [537.8083049109179, 16.93914182778755], [348.4425934204517, 511.422903976679], [844.9419654971746, 116.5010699249962], [293.60255162957196, 946.3460341857397], [926.5810094539736, 482.28422117709357], [507.4704700450615, 802.7887868039796], [816.1874966380819, 130.25271597305797], [735.1253686857049, 843.4156216186769], [764.4021022663997, 231.84562334445457], [603.9054677438178, 641.1646440456911], [930.9840686908063, 644.1330448959374], [203.9254927531655, 693.3864995406809], [797.0978851093332, 30.20615955525907], [15.04078046190649, 887.3960103028307], [121.77415001845615, 404.1295410535638], [427.04986331946714, 591.3372122888434], [316.9580298601539, 921.6749200507621], [788.040770982978, 2.242436043266127], [364.78965510099505, 60.896456767328914], [867.387235266186, 823.5354252963467], [321.6568014416091, 974.5371696487191], [934.7627968852638, 370.40290760318896], [199.9828000049878, 993.0865290181928], [624.9236905333735, 243.05133082761344], [875.305665765634, 995.6580875013634], [170.44768379441842, 536.377348532889], [125.79031096282223, 83.19839696891617], [891.5237119969486, 949.3296113471921], [989.7014866244733, 660.1959007580588], [31.158440141025423, 644.6015133358893], [614.9600932794042, 145.99744639021804], [945.3978573293433, 450.10939791394543], [923.128818208644, 98.8608989491967], [779.7441363829893, 221.64673714631934], [46.147177070151145, 399.4857060050063], [104.6833218995562, 305.59534472991146], [600.4144075007808, 231.86089693665534], [339.80802818887855, 527.62483567181], [878.8399275296645, 657.1709333713482], [703.653179345718, 378.6025878125147], [40.342341004294234, 640.5924693888908], [530.8399862713432, 340.6366451823407], [879.3641614095857, 973.7232029136794]]",8130842.640000001
Sydney_49,DLS(II),"[[499.85926990734873, 513.8048903362835], [753.2587067968666, 530.628136656012], [612.8152908445198, 397.007494392723], [641.7101267185349, 66.31154932991635], [906.9426090369375, 802.8998415643949], [592.0518585348016, 6.9492878043091455], [411.9109834086108, 830.7398845427323], [594.7262395062951, 384.0493261486748], [709.7709570389753, 834.3747638110628], [950.2073895970159, 726.563242453321], [276.43398904321623, 807.7244019033944], [852.5359691504353, 563.7628080377295], [789.9124796920152, 486.07467052551544], [639.7522131056631, 311.47510713267667], [279.9795198809788, 244.63594781343946], [41.80347219441227, 995.1828217769742], [431.2423498398193, 520.6750389040584], [279.80324333279884, 952.1917615260434], [272.78270019582885, 686.8340180296226], [396.9709425067514, 755.7469270407425], [357.4020207931339, 28.441349871422883], [262.1205732904055, 763.357126594397], [160.1418560827721, 514.3747435710744], [557.1372445998026, 367.67567645091725], [441.1614886273182, 73.74480960956231], [977.0211436206749, 971.6616154812749], [509.20448631375035, 102.99678838890691], [168.9457191430117, 404.2118112289973], [639.3646261133046, 123.17042966813341], [668.050893370675, 442.70793806308905], [386.97369667090464, 949.0163539993265], [517.7018725718005, 178.86284951873344], [788.9706815882014, 36.04174639390656], [728.5523838972831, 807.601521869062], [662.1999752489652, 529.846361568821], [677.8284282616747, 208.0231451525938], [512.314074852394, 871.0501471182068], [634.3970826790271, 818.4225861169257], [848.0604491900743, 749.0364240657054], [970.9567686028072, 975.130872375614], [638.2483187341768, 377.35306094972884], [58.92664535053538, 770.4837525641923], [289.71823820172926, 569.1122387091625], [75.66236303419693, 542.4926803807253], [361.0054738307045, 456.63061347126035], [273.6806769448249, 685.0508795841822], [241.3689656873811, 865.91655868857], [494.90020236015863, 304.95282111257995], [816.5817979854405, 525.2038055451309], [547.6894843762427, 239.1943654642773]]",8130842.640000001
Sydney_100,DE,"[[380.02947356129306, 986.8741418405106], [835.1170821769679, 491.3792881809002], [976.5163220673849, 759.0532580312968], [43.292658442794846, 728.8178225418859], [733.4193243953224, 987.1688177335794], [128.9460558037826, 64.48159601623303], [735.366392199264, 530.1946293398742], [63.06318252346517, 274.5748961237285], [822.6865779434044, 106.20335499487072], [946.3028854616248, 918.4500943764326], [380.4566190177203, 565.4567246135898], [721.5268010655742, 184.27415136785464], [791.6406167649751, 283.973695293707], [375.18777032353916, 55.69308831446307], [795.9735584354, 200.02343274208357], [641.3861942946788, 805.9032035996304], [63.11244522433219, 415.1823305046968], [198.45198898010784, 846.5635425891381], [768.7074013625213, 176.18191835387893], [853.5896906311298, 651.1096153889181], [334.28859878467074, 966.7791623858944], [477.6981075486416, 883.4778042505556], [911.2381467793236, 639.693849661186], [332.404494231512, 776.867517412913], [719.650520150509, 605.5875209677281], [947.4459181656897, 484.08907431387195], [464.24635017503516, 582.3858516524557], [960.6794029170702, 420.7604402880613], [680.5622085496768, 523.1732481165703], [226.52439970100914, 983.3734636436216], [652.7804514984173, 346.2778158075289], [564.8039158996362, 328.1253048118745], [564.4677774238321, 124.51111275454343], [506.77680123376, 492.8954252479226], [799.4663359355025, 657.4643771765741], [487.69407556392093, 832.5582109030136], [874.1726179020739, 860.1845609311954], [777.6256583880784, 747.9719140749505], [550.9371522707446, 899.8127601882017], [574.9588948536119, 485.84611378515825], [48.87465143284135, 436.8397536920574], [698.4650828392082, 237.94179295358254], [368.74684527365235, 797.1682654960036], [161.38975449166384, 221.45102638055113], [919.2803044225257, 546.4344422845793], [417.3979076074845, 491.8078132257382], [189.77343303085985, 236.69162295667644], [497.27874083334825, 655.727869419578], [890.8249141245615, 309.7358791494403], [600.0722565072963, 744.4703195892919], [417.718817022885, 115.86716690181873], [606.2313333980917, 807.1204055737401], [947.1692366360314, 769.9143203045908], [168.97438139370013, 92.46703221959132], [359.00478384833514, 105.48801564025712], [977.8164602852003, 685.8980216201305], [159.92147797198874, 791.4405515197926], [66.45076526916893, 679.6339086974391], [960.8776241123477, 600.8357535987785], [977.1671405392974, 759.4189491597963], [363.25626806410935, 25.289141228574408], [504.1601605261183, 266.98623335442795], [771.1752493683191, 411.5938765330221], [237.9553268183774, 102.65731309613625], [146.2047776769041, 346.08846099952154], [426.2043949247444, 494.48210710138284], [666.5206547242361, 762.2251751216081], [761.6189401659368, 605.4640885812591], [565.7307954435014, 552.7329211794796], [99.54054228536569, 276.19440363267677], [716.3522274668039, 843.0743132359067], [909.6025659006928, 274.70220492520116], [924.2755272774377, 588.0064532080136], [988.0475380108476, 462.6030157086593], [426.6914850297153, 79.19719613685214], [186.10218074996067, 634.3911162975504], [947.80172900361, 428.0286315742981], [861.2043693559813, 998.7714206044025], [382.08415591949773, 266.4286167156682], [564.1567548775988, 370.2893163339333], [230.11303823745942, 547.2124593220391], [465.32356328389676, 607.8837803304731], [750.4459936987748, 293.4980843533289], [755.078304715802, 831.0368122396062], [384.06836724743323, 275.1312457384397], [162.06790742205266, 350.6161415368495], [57.471156149126216, 721.0692311908373], [933.3578881827568, 348.46951135944937], [533.6439588131151, 514.409950402062], [12.846849819907163, 627.687438762488], [58.84338341470061, 430.48911165541335], [497.19357038095967, 195.35413489126893], [737.1957777244796, 126.23566804587915], [732.1125199843434, 316.46942065834935], [201.7564816089469, 56.428650413144055], [526.1135027079135, 482.9100167978674], [742.9691218379421, 920.2042104341206], [625.1508739641016, 941.2897400766795], [955.5225487451029, 192.64169784368744], [40.34273564669314, 763.9991797504256], [834.375390466276, 79.3138360530138]]",14494982.82
Sydney_100,IDE,"[[894.756976964584, 682.9814890953461], [851.1859780540592, 622.2007097928413], [671.8652865120384, 3.743775565886665], [459.2395621733411, 447.40744153880564], [33.030540919956366, 746.4076406296251], [255.96816978818936, 241.50193668519978], [967.4437404435178, 745.9541810318783], [780.2641086967717, 326.9790202970715], [323.86133409550484, 413.99671242479826], [120.95496976872846, 754.4344991364494], [258.90812606170056, 770.7142461441672], [226.8046440715483, 429.10264943917707], [955.919734806207, 553.1674659926368], [17.486979194294292, 135.87333014611238], [323.4748852752152, 979.1803873595788], [53.98081791614493, 550.7299381717949], [554.7225373281644, 265.86167596544055], [562.4742040779969, 697.1915654415232], [289.3444968005233, 49.106552427014094], [788.5420677579733, 757.9414399877879], [330.35207940953444, 36.10350733412935], [768.184396993154, 560.0966806423522], [432.7196022983042, 830.6367903673379], [164.20784101611707, 350.3345000970568], [390.7273730116285, 796.370345251209], [102.8883404893121, 799.2473042485057], [832.522657561377, 295.80375492559733], [824.7475624711517, 650.7798236732505], [255.76161288446835, 462.1200007624163], [700.785469813599, 885.0006604346536], [254.8187639298613, 237.59390046890763], [400.1663619415729, 338.86031183142677], [631.9117911389826, 441.8511368386643], [48.8792907612289, 979.8021033688827], [764.5108676319273, 746.0412575799146], [373.5827679582885, 518.4005659131881], [318.011691740463, 830.180436712971], [189.8768509837314, 66.3197046709144], [581.2397582140106, 11.681405541391143], [952.218092124489, 466.61848365673166], [77.79814882165016, 775.9547408447189], [913.9843659347837, 323.65318285690455], [888.7729992523603, 212.82831035556092], [205.90167625159705, 204.4694283361829], [512.0579472661233, 821.0330022408605], [118.35624943771097, 855.0028499010721], [424.4815072576601, 430.3936035292225], [313.05412716799873, 771.5721436139652], [211.87097601308767, 999.7675439105602], [184.34513009214368, 636.0012905804298], [534.6781589327692, 354.4164591156397], [178.67410335827662, 238.04295290365343], [180.3067723291054, 355.9681689272204], [382.97333218765664, 983.8125571493326], [532.455822486656, 118.98590572935632], [416.3444590982258, 468.26885801471406], [837.9423704418386, 547.9372116594294], [222.47175123514933, 612.0446984686046], [707.6533722522406, 307.5392883961538], [701.3016308434046, 879.8987921379726], [708.404657493784, 389.2872712010089], [139.96846455283628, 165.8555799552688], [620.1596915375138, 918.2425404769529], [730.905199886761, 25.568024448906044], [369.55408671611997, 651.5221473182057], [644.9088473726101, 168.25329903645223], [689.2150722689736, 910.1440979547001], [974.0008515221907, 194.29548407741606], [280.50707756789336, 718.5194569032959], [722.6141260322607, 912.0227737548389], [934.2806937894927, 702.3591377985151], [479.79940382597556, 21.917686448858717], [541.5218118824488, 949.2593178958834], [739.2518730230871, 796.9630411094322], [229.84589870252438, 246.43507303621814], [781.4408332194041, 680.1066340660543], [616.6784362112544, 881.5879584731289], [42.84808937129202, 691.5658629665154], [866.5308236825008, 945.4248310604526], [538.3498155805664, 50.46420475333292], [19.02174825777871, 273.50396004874733], [358.8089727948478, 477.5924667568774], [480.6576370831061, 69.49017353964268], [501.30687895107116, 580.1689532490817], [245.73596658984908, 12.750080366935094], [603.4993649605349, 45.683911062750155], [386.9016545239602, 575.8702901806903], [17.924745603653776, 855.8260312668217], [142.37009589970654, 22.68843431971959], [177.9003916408335, 145.97440733418586], [79.92898811240599, 193.69505753114493], [152.42763858903885, 230.44522415807336], [685.2805297021915, 406.3017241686099], [8.118022056745815, 860.0139337246127], [217.60705716344097, 232.42451432666758], [82.4362277202456, 432.6063737960798], [400.34810505464526, 53.20924188765366], [559.525076018583, 27.73072441176805], [865.7289078558534, 159.5163559444249], [342.8710728305102, 430.89111907099084], [860.1484178848862, 379.0328985953526]]",14494982.82
Sydney_100,LS-NM,"[[748.8047384585641, 533.1462418841903], [673.5885690046822, 142.69543055131962], [11.06743535730359, 155.45709559950916], [6.0186740476786404, 124.87196956709579], [479.51691706388675, 42.99608423231116], [469.0902278795647, 721.1473070743879], [39.51590460719856, 510.2077655127619], [36.80659320662605, 612.5291820333186], [250.61950217423646, 656.1171231222268], [30.423120284784776, 980.8343525445273], [703.938116397251, 802.0776353627622], [382.9926804229731, 155.99600309415595], [380.5669759781466, 957.2098953347231], [685.138538103125, 638.6917517396446], [968.8581121468997, 604.9347741544934], [464.78168971963674, 583.9065431037934], [70.88794738164184, 757.6632752150836], [845.7981230958387, 586.9874514923627], [72.61610621022552, 955.9057182741108], [528.5758853667702, 900.0337066640419], [972.0450762689717, 959.307572021708], [798.5568163651279, 338.5715637612501], [823.0765811787971, 966.1523138268586], [230.89879138363744, 462.0590228891642], [283.1315832882206, 608.7759612143013], [862.2985346257547, 288.3545870684082], [17.063396817925792, 158.62616795335694], [564.0351259701342, 378.4830135132309], [762.3538650747108, 394.48940479467666], [597.6876564499788, 957.4110121511185], [478.2563638671522, 719.8070380149272], [475.26942108784044, 182.22427336015724], [539.3215683919451, 834.6543926756409], [573.2039351344972, 546.0026754641091], [174.68133392329034, 195.66897581448572], [536.6667548445591, 251.44862774957343], [416.56071407177444, 676.7062157037426], [256.65052811987965, 541.1518029774453], [345.2614487904186, 631.9375342437133], [629.353782255698, 982.6829559948114], [842.3671870687351, 728.7862689862299], [759.9914944316721, 987.6893782302805], [157.8370453926542, 763.0298638136882], [95.4049205791978, 442.76065940712186], [34.087696398470314, 366.4337771992878], [388.36226483157543, 10.925291911464186], [94.1631216317883, 691.0957624482669], [823.7240990549125, 19.892138229032795], [281.06911040858927, 890.8051256321182], [260.198439916143, 767.7258484529266], [256.57768893479516, 951.8357798311213], [233.68552414908538, 879.4018389040649], [965.2568831181741, 138.0445692677177], [650.4109315922115, 673.2168445128261], [629.203954583067, 500.7947529264245], [402.0108264918599, 260.9940754124417], [728.2334757506075, 282.8249565077303], [377.6938022215018, 48.80354359881045], [437.31686715444084, 290.6023324899808], [264.13419765582205, 322.969414263964], [434.25663427751226, 382.42275481346775], [963.8072863332592, 910.1153725701407], [108.22547942004601, 870.3546342279079], [848.564817817692, 854.4034699679958], [724.9386506910627, 291.27790231979543], [827.9237286439695, 602.0318515816467], [190.90671085077238, 559.39141806565], [121.18671335615849, 664.29322926041], [331.4216968087611, 649.213915127894], [768.7145406147147, 351.6880362674445], [345.6811752111414, 714.8950473090766], [79.23470710880154, 28.12384873263618], [664.9760755382965, 429.36647955320285], [337.81637978285505, 620.2545200531004], [534.2081622631888, 260.18146369695194], [19.447644607181847, 6.479848695487678], [723.1745766863894, 784.2530472790396], [622.0121606543202, 704.9723177885478], [217.76452910266818, 991.0620349219496], [592.2325821093159, 809.3586000041627], [885.1172306582139, 490.1845644325521], [594.4144116339187, 831.937039825312], [499.3855910772854, 993.4219512582855], [249.1030799541515, 233.13036715018575], [154.59344752170202, 698.3365678280699], [827.1110540069388, 286.71866654341994], [68.33859832217159, 331.7304920206191], [212.32846527791227, 224.23774918373962], [593.7762293302146, 524.6464077778962], [305.9035159039992, 211.68861270854734], [325.0730366568617, 556.2976968733061], [718.5046250685521, 383.03730289077953], [747.2667329824762, 555.3503945819759], [21.374294486764313, 539.6025039410358], [742.5730957586011, 21.055138099690176], [349.61441032537743, 289.431852372181], [580.361933132149, 51.513196204338364], [73.8209520977725, 147.48588681644404], [567.4676534686661, 847.678955749982], [805.014169531223, 789.1151350937886], [194.58375665270444, 579.1393019727997]]",14494982.82
Sydney_100,DLS(I),"[[928.046373616148, 583.1230333237654], [136.91673296094552, 701.0939370419202], [706.6033777993225, 457.27978721494355], [933.9059030008164, 783.0042545409342], [60.81307591722185, 288.9465362230559], [807.9490512739775, 146.03101295847952], [47.27990617911881, 579.1205965104652], [608.3716238266734, 260.9765913658952], [581.4488192545958, 468.1033034240961], [983.3202146976955, 578.8558471505713], [71.3915869384536, 990.4069590795078], [750.2965007639318, 822.242527197108], [408.7639850043049, 140.90164656312865], [960.362958246787, 301.8117396331054], [18.207809140189823, 655.3930430005754], [457.02202277815775, 13.741342777589537], [18.478639380461793, 177.3475916833589], [912.4273722824311, 165.98130222128415], [165.44170749883568, 526.0391946608449], [774.0721932253036, 834.3243683342808], [717.5696431245864, 689.8234162566213], [408.2284213718571, 455.87082811471555], [180.68439940848057, 37.67065262303293], [890.6742762600348, 792.8736822956221], [170.50643976246093, 234.177359115743], [759.5822215919409, 145.25717906062152], [705.2472113444322, 457.7764695739399], [734.8559213427052, 570.1090064469744], [963.1430496454315, 145.0435687363396], [162.8383716572468, 354.4336963769633], [685.0101647718654, 280.26409415096623], [51.04820083670403, 425.60595902416895], [429.3336189736392, 515.43867612679], [13.66398652935985, 136.72458129630104], [717.0672836745758, 976.150905700711], [961.1356684312173, 898.0378237955558], [152.7407836057324, 619.0847478397889], [721.6703807659974, 740.6763859147424], [907.5972474765942, 526.5058518496567], [638.83209529631, 591.4562930274515], [271.53041475531916, 941.2891829660057], [683.824672906768, 380.50810025975755], [273.0267165967024, 551.8949690269066], [869.723570281473, 729.7833046829617], [129.96540900011277, 889.3297782309121], [672.7105189605601, 471.8761741941129], [561.7990060229835, 343.974282196423], [465.4293198167325, 938.578247796649], [84.7612307194422, 697.7120011392635], [739.144045252665, 33.01695538076332], [235.7583547785511, 51.40285780166431], [508.7676752006877, 870.0297779312432], [120.99511838965593, 23.871731052000467], [90.20876430993474, 325.7977818944373], [134.5242615432609, 566.7995255906826], [947.6334288154759, 343.2561433299548], [365.55468037827023, 537.5396172956715], [923.65138420673, 445.7476745079544], [151.49283155296067, 878.3642430993464], [910.6985454476064, 584.9949343247173], [409.30868041182623, 682.7131506707302], [348.2291118086085, 694.5577607077273], [562.926174439612, 118.14338261527435], [806.5915957399471, 577.0809971233894], [459.69972045518216, 731.5167937180511], [479.72808754878804, 949.7990856774567], [674.832376355877, 790.2492441441104], [624.7673682873162, 497.55180887825566], [720.6139904820266, 153.72910058385102], [302.16317965984905, 214.28286400793405], [557.1906907007727, 312.17280883543987], [569.5965295220708, 641.8721758105837], [798.7350050095974, 753.9281955089034], [197.46858527914424, 118.24343147947603], [689.4698761589885, 294.16470731079215], [387.2820855517896, 436.122489520954], [295.88347707038685, 659.3469360574753], [328.4974248867021, 401.38257472593074], [980.5457839492555, 891.5608729816508], [754.5416692996808, 319.2810007317899], [408.26968414882356, 835.7110469226934], [325.92286006851504, 369.6808184299747], [513.1989603705666, 600.7253310461292], [466.29501803405816, 32.25279361205813], [578.6697844193815, 770.1810265148239], [566.1996170912477, 442.2536324597358], [897.3676131477976, 486.437549060556], [127.23825475412964, 553.4271298937765], [55.05737027110192, 451.85964695753535], [453.3283639808925, 699.4834899507165], [442.33654409486553, 559.9380881908456], [598.3137040635606, 955.3816922336579], [789.881035271666, 767.0698677906236], [647.4488041942418, 925.2574149569597], [799.4376191331397, 437.1502143676905], [81.72145564162602, 190.49889146296505], [942.5207257382519, 447.79853134104417], [904.166902078665, 631.3190370519587], [33.527750913891374, 435.74689174317126], [50.98404880552687, 580.0737859604686], [393.54487587986284, 70.37761781332242]]",14494982.82
Sydney_100,DLS(II),"[[949.6591432207463, 26.82389597599688], [56.92386177146646, 423.9479792875561], [84.82034427563167, 37.91448316993895], [843.9384392840523, 728.0653229408125], [959.1384326881882, 531.2197120268901], [714.9165978046882, 596.2545366201748], [97.11789405016746, 415.34096611195224], [116.45180857454685, 626.1074021906275], [31.746340677020978, 419.1620760535433], [649.0186603014033, 542.9800433994943], [940.298631962792, 846.0919014945887], [348.5098037541213, 988.437848601816], [257.23221805939266, 461.59407709965205], [138.48397452887272, 801.0635915699553], [765.999511776171, 349.8734778009133], [299.8925989711829, 852.2833741562183], [566.5560381698959, 136.8012437500391], [303.9355294606022, 395.8761365435738], [54.178434211481274, 901.9089355135819], [270.4101598122187, 491.73034733266564], [707.3512375299298, 367.1179073709169], [435.5661103462791, 566.1334358535714], [243.00273802998052, 129.49095891290307], [489.28255992999505, 390.4062646393995], [959.9640028527929, 579.1459972540262], [615.15846671522, 477.7904118565712], [951.422390746241, 709.6652287912743], [855.0051374991347, 565.5729451391121], [171.18323594866536, 53.37928833686567], [758.2133973873156, 417.86908440454516], [963.0228173936796, 868.788572602989], [910.8629857804945, 123.65086137127467], [204.96443951894327, 357.87878750305936], [994.8633427784714, 448.8325129879852], [635.4929683732978, 346.8002759337896], [112.39336738064564, 12.708969746059285], [855.3407756662847, 634.6701133841588], [123.72334082459402, 833.8508390181833], [962.0565730982364, 887.6740639535909], [268.09190786921977, 11.844310763499344], [450.8799800947769, 930.9819707986535], [87.3663253287108, 677.2607945804392], [221.60763412613105, 729.5569856455247], [97.3132747532507, 53.87920729387441], [460.6297499994041, 919.6579041714577], [63.6748458086207, 774.8799893762674], [48.28677617830679, 764.9139565493186], [122.95642003794372, 89.98148989284493], [125.33534930282664, 466.45601285539897], [43.29809964910747, 81.34308108333555], [68.80527831454353, 711.6450980209963], [684.7068345172854, 403.8752361075362], [330.8908950513861, 526.9263021802398], [659.8821696333088, 318.39601798155513], [166.24452590320325, 231.70992200947117], [524.5921112892584, 436.6817025776], [968.2792918449479, 483.827187885569], [944.2798057768722, 74.81202165383394], [155.01449457815963, 802.0589618160151], [625.511327388136, 941.3469868110259], [630.0809854310824, 897.3073632749191], [51.94543456311873, 176.97293147463665], [716.6450423940987, 607.503508620012], [370.2131187657412, 356.4765832196923], [996.4227679624988, 104.60796234648339], [606.2523148079797, 372.0897800530277], [427.03335151125685, 480.40527861593506], [343.54887198998165, 303.37263197466325], [573.8046739290583, 463.0786250970137], [419.31569728499585, 177.58926751118932], [76.73576844684659, 940.406897898708], [714.8024636111721, 666.4994706915439], [760.3760638970667, 324.9395578740995], [728.8828644637863, 469.1182709982641], [405.4645120990068, 990.6763112973456], [517.9650666238665, 996.3616993656419], [775.5951143563863, 587.2092985829842], [335.699615245359, 332.7777089801577], [973.0621102862211, 331.35227893219366], [984.610883960347, 299.57339035395125], [940.7618991952897, 292.33033675506647], [749.2261509569313, 909.4193598390682], [457.41126811574094, 40.37454118262662], [700.7675973115646, 321.6685067619329], [703.8921342396162, 147.05510114210028], [117.87586499344616, 891.9629545681975], [419.3127873746695, 903.289898465583], [196.83656119113857, 529.12443828972], [414.3070415300636, 57.24485422547598], [498.98452834909114, 43.674457066413595], [378.8349813901115, 989.0758827271659], [491.19871796980806, 506.61581281986713], [215.31818321926366, 545.888833601513], [379.9218184271519, 45.85654475749945], [2.0649047059508874, 888.4575509486866], [785.3168326656828, 592.7293520397606], [362.88372530606307, 996.9371241874578], [916.5476249506121, 47.72105146275207], [315.02306173176675, 61.45503351098358], [734.3982186742331, 824.354695842471], [37.385163932463385, 802.2907544163057]]",14494982.82
